id,citizen_id,broker_id,application_type,status,submission_date,documents,is_fraud,owner_name,owner_so,owner_address,ownership,chassis_number,engine_number,cubic_capacity,maker_name,model_name,date_of_registration,registration_valid_upto,tax_valid_upto,fitness_status,vehicle_class,vehicle_description,fuel_type,emission_norm,seat_capacity,vehicle_color,insurance_details,insurance_valid_upto,pucc_no,pucc_valid_upto,registering_authority,registration_number
2224,621,22,New Registration,Pending,2025-06-08,"aadhaar,pan,etc",True,Yadavi Natarajan,Urmi Sama,"H.No. 28
Dugar Path, Thoothukudi 309234",Single,89335007508657605,942932813,1163 CC,Ford,City,2022-01-03,2023-10-31,2022-07-14,Valid,HMV,Motorcycle,Diesel,BS6,8,Grey,Saxena-Randhawa,2020-04-15,1526397689,2021-08-13,Pallavaram,TN81CH8306
2225,288,37,New Registration,Approved,2025-02-18,"aadhaar,pan,etc",False,Udant Mall,Veer Goel,"H.No. 937
Uppal, Dehri 326196",Single,56808719388140638,1494200283,1036 CC,Maruti Suzuki,Nexon,2025-02-13,2023-12-09,2025-08-15,Expired,HCV,Car,CNG,BS6,8,Black,Nagar-Gulati,2022-04-11,3505298654,2020-06-24,Nashik,TN30CH3639
2226,516,21,Transfer,Pending,2025-05-02,"aadhaar,pan,etc",False,Balendra Narula,Megha Gopal,"76/30, Kari Road, Dehradun-091924",Single,44041760013770828,557320176,1001 CC,Tata Motors,Figo,2022-05-13,2020-12-19,2025-04-06,Expired,HMV,Car,Electric,BS6,9,Red,Munshi-Merchant,2021-04-01,805013989,2022-12-23,Malegaon,TN95CH9389
2227,451,34,Renewal,Approved,2025-01-07,"aadhaar,pan,etc",True,Jackson Krishna,Vrinda Sem,"H.No. 562, Ramanathan Street
Tiruppur 009939",Single,77391739386310821,9367516438,1166 CC,Tata Motors,Nexon,2022-09-04,2021-09-14,2021-11-19,Valid,HMV,Bus,CNG,BS6,6,Blue,"Dar, Ranganathan and Kapadia",2022-03-21,3689597838,2020-03-30,Tiruvottiyur,TN95CH2182
2228,608,48,Transfer,Approved,2025-02-08,"aadhaar,pan,etc",False,Amruta Savant,Oviya Dar,"H.No. 09, Khurana Street
Mysore 137781",Partner,78915538422462731,5954929936,1303 CC,Toyota,Innova,2022-09-08,2021-05-09,2020-07-29,Expired,MCV,Car,Petrol,BS4,7,Blue,"Kala, Kulkarni and Bhandari",2025-02-01,779445297,2023-12-28,Malda,TN48CH4593
2229,524,51,Renewal,Pending,2025-07-03,"aadhaar,pan,etc",False,Shaurya Dixit,Forum Sarna,"30, Hans, Etawah-544868",Partner,19254110522829689,4599458316,885 CC,Hyundai,i10,2023-02-21,2020-09-07,2023-02-25,Expired,HCV,Bus,CNG,BS6,3,Grey,"Singhal, Madan and Tara",2020-10-15,3128248935,2020-08-05,Nandyal,TN59CH4756
2230,472,4,Renewal,Approved,2025-08-29,"aadhaar,pan,etc",False,Yatin Sethi,Theodore Memon,"H.No. 871, Narang Ganj, Kharagpur-766789",Single,983444497716850,2118198161,1632 CC,Volkswagen,Polo,2024-11-06,2024-01-06,2024-06-10,Expired,MCV,Car,Diesel,BS6,5,Black,Chatterjee Group,2022-04-13,8081439839,2021-06-08,Tenali,TN50CH2620
2231,27,3,Transfer,Rejected,2025-02-10,"aadhaar,pan,etc",False,Naveen Majumdar,Turvi Sha,"91
Gara Path, Sirsa 094534",Single,29734393982237416,2726694955,1483 CC,Ford,City,2022-03-18,2021-07-18,2024-01-08,Valid,MCV,Car,CNG,BS6,5,Grey,"Suresh, Walia and Bera",2023-05-31,5805052448,2021-09-01,Coimbatore,TN73CH6679
2232,710,68,Transfer,Pending,2025-06-04,"aadhaar,pan,etc",False,Hitesh Tank,Lohit Balay,"H.No. 091, Narula Zila, Amaravati-578352",Partner,91351855462196336,8837227389,1731 CC,Hyundai,Polo,2022-02-14,2022-11-11,2023-02-05,Valid,LMV,Truck,CNG,BS4,7,White,"Parsa, Chakraborty and Sandal",2023-03-17,9768742820,2022-04-11,Narasaraopet,TN17CH3563
2233,367,39,Transfer,Pending,2025-04-24,"aadhaar,pan,etc",False,Harita Vala,Kiaan Kakar,"H.No. 066, Jha Road
Morbi-047820",Single,4733249616609041,2374040366,960 CC,Maruti Suzuki,Nexon,2021-05-02,2022-02-17,2022-12-28,Expired,HMV,Bus,Diesel,BS6,3,Blue,Prabhakar-Pandya,2024-01-23,7154664541,2025-08-29,Tiruvottiyur,TN52CH8794
2234,525,44,Renewal,Pending,2025-04-24,"aadhaar,pan,etc",False,Ranveer Kakar,Ekiya Sandal,"47/680, Thaman Marg, Dharmavaram-180352",Partner,63064861084137944,4284453885,1350 CC,Honda,i10,2024-12-01,2020-02-19,2020-04-01,Valid,HMV,Bus,CNG,BS4,2,Black,Chadha and Sons,2021-06-14,6986788670,2024-02-15,Delhi,TN31CH4518
2235,475,69,New Registration,Approved,2025-07-07,"aadhaar,pan,etc",False,Akshay Sarin,Lipika Ahluwalia,"95/96
Goda Road
Berhampur 892800",Single,96962565275185496,9434567753,1909 CC,Volkswagen,Swift,2020-02-14,2020-10-10,2024-10-25,Expired,LMV,Bus,Petrol,BS4,8,Blue,Sharaf LLC,2025-03-11,1544475111,2021-02-13,Malda,TN50CH3939
2236,492,64,New Registration,Rejected,2025-09-15,"aadhaar,pan,etc",False,Dalaja Rau,Laksh Sarna,"87/236
Goyal Marg, Nadiad 345291",Single,82502314339265821,4728888253,1854 CC,Ford,Nexon,2025-02-17,2021-04-18,2021-08-22,Expired,HMV,Truck,CNG,BS4,3,Blue,Sangha-Borra,2022-06-15,7228530458,2022-12-04,Allahabad,TN93CH7981
2237,41,28,Renewal,Rejected,2025-01-20,"aadhaar,pan,etc",False,Jyoti Kale,Dominic Natarajan,"95/640, Sane Circle
Mysore-800144",Single,18541411592015992,6336361834,807 CC,Tata Motors,Swift,2020-12-31,2025-09-22,2022-10-07,Valid,MCV,Car,CNG,BS4,7,Silver,Lall Ltd,2022-03-19,6422203257,2021-09-22,Kavali,TN12CH2398
2238,916,86,Transfer,Approved,2025-01-16,"aadhaar,pan,etc",False,Zilmil Pandey,Ucchal Arora,"49, Misra Circle, Madanapalle-628656",Single,533086636243134,1928444464,1107 CC,Ford,Nexon,2022-09-21,2021-05-06,2021-07-28,Expired,LMV,Car,Electric,BS6,3,Blue,Narayan Inc,2020-01-26,1450237983,2021-06-03,Jamalpur,TN88CH2770
2239,422,76,New Registration,Pending,2025-04-08,"aadhaar,pan,etc",False,Yatan Bhardwaj,Lajita Mitter,"242, Purohit Zila, Phusro 695924",Single,98740372069094894,5022036683,1754 CC,Volkswagen,Nexon,2025-08-02,2023-11-01,2024-10-08,Expired,HCV,Truck,Electric,BS4,4,Black,"Dasgupta, Ratti and Walla",2023-07-06,1429114892,2025-01-10,Kamarhati,TN10CH3904
2240,747,86,New Registration,Rejected,2025-02-16,"aadhaar,pan,etc",False,Sai Zacharia,Kabir Bahl,"048, Hora Path, Darbhanga 951709",Partner,11568425794852292,2975924328,1388 CC,Ford,Figo,2021-10-02,2025-04-12,2025-03-26,Expired,HCV,Car,Diesel,BS4,3,Silver,"Gandhi, Bawa and Gala",2025-01-28,8377745377,2025-03-23,Gopalpur,TN53CH7758
2241,760,2,Renewal,Approved,2025-02-17,"aadhaar,pan,etc",False,Ganga Rajan,Samar Chowdhury,"H.No. 304
Kata Road
Agartala 953544",Partner,61911836250204632,4548074358,1329 CC,Tata Motors,Innova,2025-05-22,2022-01-09,2021-03-04,Valid,LMV,Bus,Petrol,BS4,9,Grey,Magar-Saraf,2022-11-23,4406334269,2022-01-10,Bikaner,TN30CH4714
2242,439,91,Renewal,Approved,2025-08-18,"aadhaar,pan,etc",False,Nilima Nair,Logan Shere,"384, Raghavan Zila, Khammam 463471",Single,69691068818237356,2057270380,1771 CC,Maruti Suzuki,Swift,2025-04-03,2020-04-05,2025-08-03,Expired,MCV,Truck,Diesel,BS6,3,Red,Hegde PLC,2020-08-08,9638072249,2024-06-27,Ranchi,TN89CH9420
2243,980,28,New Registration,Pending,2025-02-14,"aadhaar,pan,etc",False,Rushil Ramakrishnan,Anirudh Shanker,"59/47, Ramachandran Road
Madhyamgram-842068",Single,85907192191071469,7292826866,1237 CC,Honda,City,2020-09-06,2022-06-04,2021-10-27,Valid,HCV,Motorcycle,Petrol,BS6,6,Blue,Singh-Ahuja,2024-04-08,726483564,2025-01-24,Morena,TN54CH2686
2244,905,69,Transfer,Approved,2025-03-20,"aadhaar,pan,etc",False,Anmol Doshi,David Kakar,"44
Karan Zila
Kurnool-305172",Partner,21985022314974613,4935138899,1471 CC,Honda,Innova,2022-04-14,2022-01-14,2024-02-27,Valid,HCV,Motorcycle,Petrol,BS4,5,Blue,Ravi Inc,2020-10-29,4236520576,2023-12-13,Guntakal,TN46CH8743
2245,491,68,Renewal,Rejected,2025-09-14,"aadhaar,pan,etc",False,Azad Kadakia,Onveer Shanker,"73
Bava Zila
Durg 016291",Single,69860245614643048,9667588369,1208 CC,Toyota,Nexon,2021-07-23,2025-01-23,2022-10-27,Expired,LMV,Bus,Electric,BS6,5,White,Majumdar-Rai,2024-06-28,983339518,2021-09-13,Chandigarh,TN48CH8485
2246,449,33,Transfer,Approved,2025-07-20,"aadhaar,pan,etc",False,Henry Venkataraman,Eta Kanda,"405
Sachdeva Zila, Cuttack 900504",Partner,96645755137405889,1239545143,1348 CC,Ford,Swift,2022-02-20,2021-09-03,2025-02-24,Expired,HMV,Truck,Diesel,BS6,8,White,Agrawal Inc,2022-02-03,1497043398,2020-09-26,Bidar,TN93CH5462
2247,930,38,New Registration,Pending,2025-01-13,"aadhaar,pan,etc",False,Shivani Deshmukh,Kritika Shanker,"54/792
Nigam Marg
Imphal-389744",Partner,88424701003773486,9709514701,1125 CC,Hyundai,City,2022-04-20,2020-02-02,2020-02-13,Expired,LMV,Car,Petrol,BS6,6,Black,"Kashyap, Butala and Ratta",2024-07-08,1623970394,2022-01-05,Nellore,TN71CH3723
2248,420,30,Renewal,Rejected,2025-04-14,"aadhaar,pan,etc",False,Sara Sha,Timothy Dugar,"H.No. 763
Pradhan Ganj
Pondicherry 538547",Partner,88819266898111249,9133261483,1320 CC,Ford,City,2023-05-14,2022-05-03,2021-06-25,Expired,MCV,Car,Electric,BS6,5,Blue,Jha-Sarna,2023-06-26,6148904894,2024-11-30,Purnia,TN94CH7271
2249,108,53,Transfer,Pending,2025-02-20,"aadhaar,pan,etc",False,Eta Chaudhary,Xalak Vyas,"H.No. 27
Dar Zila
Parbhani 999837",Partner,54755394514793382,3852552551,1447 CC,Ford,Figo,2025-03-13,2025-05-23,2022-09-08,Valid,HMV,Car,CNG,BS4,3,Red,Srivastava Ltd,2020-09-30,3493497377,2025-09-21,Jalandhar,TN18CH7921
2250,304,10,Renewal,Approved,2025-09-15,"aadhaar,pan,etc",False,Vasudha Narayan,Neelima Maharaj,"92/56
Trivedi Road
Eluru-935932",Partner,4815660415116388,3918331442,815 CC,Ford,Swift,2024-08-30,2020-03-30,2024-07-21,Expired,HCV,Car,CNG,BS4,9,Blue,"Bedi, Garg and Pai",2024-08-06,1152641975,2021-07-17,Kharagpur,TN12CH8735
2251,735,39,New Registration,Approved,2025-02-22,"aadhaar,pan,etc",False,Isha Kothari,Vasudha Saxena,"10, Parsa Path, Solapur 601912",Partner,81004968264828971,839790734,1943 CC,Maruti Suzuki,City,2020-06-05,2021-01-02,2024-11-09,Valid,MCV,Car,CNG,BS6,5,Black,Buch Group,2020-09-30,6718069879,2022-06-05,Kottayam,TN38CH4685
2252,936,83,Transfer,Pending,2025-05-27,"aadhaar,pan,etc",False,Aachal Kaul,Samesh Randhawa,"H.No. 116, Buch Zila
Bhilai-993113",Single,13880085895920448,8696782542,852 CC,Honda,City,2022-05-21,2024-03-23,2023-07-05,Expired,HMV,Car,Electric,BS4,6,White,Gopal Ltd,2022-02-28,8354354144,2021-07-27,Jamalpur,TN81CH5710
2253,330,75,Transfer,Approved,2025-05-28,"aadhaar,pan,etc",False,Kiaan Grewal,Gautami Dixit,"H.No. 45, Shanker Circle
Begusarai 995814",Single,38023182179405929,6747154328,1643 CC,Ford,i10,2025-08-09,2024-08-29,2023-01-12,Valid,HMV,Truck,Diesel,BS6,6,Blue,"Bhatt, Mital and Vohra",2023-11-09,913581198,2025-05-13,Nanded,TN54CH5514
2254,423,64,Transfer,Pending,2025-03-16,"aadhaar,pan,etc",False,Chaitaly Kala,Vivaan Jhaveri,"085
Sengupta Zila
Gudivada-512773",Partner,72165771453799835,6046475369,1773 CC,Volkswagen,i10,2021-02-07,2022-02-13,2023-10-09,Expired,MCV,Bus,Electric,BS4,2,Silver,Devi-Sur,2020-09-11,6405245470,2021-08-16,Tirupati,TN47CH8799
2255,66,65,Renewal,Rejected,2025-05-23,"aadhaar,pan,etc",False,Gautam Mann,Ishaan Kala,"398, Palla Chowk, Bahraich-466461",Partner,38075064171597072,9679269867,1017 CC,Maruti Suzuki,Innova,2023-08-23,2023-05-01,2020-01-04,Expired,HMV,Motorcycle,Diesel,BS4,9,White,Butala-Raval,2025-08-21,281168923,2022-11-11,Vellore,TN21CH7272
2256,775,19,Renewal,Rejected,2025-03-03,"aadhaar,pan,etc",False,Kritika Sachar,Lekha Bumb,"H.No. 461
Choudhury Circle
Satara-325454",Single,87744517560076446,8163986890,1858 CC,Tata Motors,Figo,2023-12-08,2023-05-02,2020-09-06,Expired,LMV,Bus,Petrol,BS4,3,Silver,Anne Ltd,2023-05-11,2251864475,2021-01-02,Faridabad,TN52CH1769
2257,477,27,Transfer,Approved,2025-06-01,"aadhaar,pan,etc",False,Sudiksha Mand,Garima Kapoor,"H.No. 592
Jhaveri Ganj, Satara 374933",Partner,10504457686203610,3396445406,1427 CC,Tata Motors,Innova,2024-04-09,2021-03-28,2024-03-26,Valid,MCV,Car,Diesel,BS6,8,Black,"Oza, Murty and Barad",2023-09-04,68513379,2022-09-28,Karawal Nagar,TN11CH9056
2258,160,35,New Registration,Pending,2025-07-02,"aadhaar,pan,etc",False,Ishwar Talwar,Faraj Bail,"15/88
Roy Marg
Durg-614145",Single,83016824596774397,5173036057,936 CC,Honda,i10,2020-02-06,2024-10-26,2023-04-29,Expired,HMV,Bus,Diesel,BS6,4,Blue,Setty and Sons,2023-09-12,3965689313,2021-06-05,Ambattur,TN81CH2222
2259,872,2,Transfer,Pending,2025-05-15,"aadhaar,pan,etc",False,Lajita Sridhar,Nakul Gour,"44/11
Jha Marg, Udupi 713706",Single,88701223466428724,8216774353,1931 CC,Tata Motors,Nexon,2022-02-19,2024-12-06,2024-10-25,Expired,HMV,Truck,Electric,BS4,5,Grey,Roy Group,2022-07-27,5575656977,2024-05-07,Rajahmundry,TN69CH2789
2260,204,25,Transfer,Pending,2025-06-30,"aadhaar,pan,etc",False,Kiaan Swamy,Warinder Borra,"H.No. 035, Balakrishnan Marg, Warangal-992826",Single,15404300041102228,8553899108,1681 CC,Volkswagen,Innova,2024-04-12,2021-03-16,2025-08-20,Valid,LMV,Bus,Diesel,BS6,2,Blue,Krishna-Salvi,2023-12-20,6050368803,2023-01-04,Yamunanagar,TN71CH9540
2261,263,6,Transfer,Rejected,2025-02-12,"aadhaar,pan,etc",False,Bimala Chaudhry,Dev Handa,"H.No. 743, Lal Nagar
Rajkot-680032",Single,4608713809795778,846991142,1527 CC,Ford,Polo,2022-12-06,2020-02-22,2025-03-23,Valid,MCV,Bus,Diesel,BS6,2,Red,"Rastogi, Subramanian and Kumar",2024-08-23,98021463,2024-06-19,Jalna,TN62CH6655
2262,113,17,Transfer,Approved,2025-01-18,"aadhaar,pan,etc",False,Jack Choudhary,Ridhi Rout,"90
Balakrishnan Path, Jalgaon 857589",Single,20766654906341986,7208690205,939 CC,Hyundai,Figo,2020-01-30,2021-12-29,2023-06-23,Valid,LMV,Motorcycle,Electric,BS4,8,Black,Apte and Sons,2024-08-23,2994838273,2023-07-23,Hajipur,TN95CH4466
2263,714,49,Transfer,Approved,2025-08-28,"aadhaar,pan,etc",False,Ishanvi Dora,Vasatika Gupta,"H.No. 34, Gade Ganj, Vellore 027973",Single,79161543983764371,4583333181,1589 CC,Honda,Innova,2024-10-27,2021-03-24,2021-09-01,Valid,HMV,Motorcycle,Diesel,BS6,8,White,"Yogi, Kadakia and Ramesh",2023-09-23,2566493702,2023-07-01,Sultan Pur Majra,TN69CH3895
2264,137,36,Transfer,Rejected,2025-02-07,"aadhaar,pan,etc",False,Bhanumati Sood,Oscar Sem,"71/09, Kara, Raiganj 243904",Single,50801687126065555,2144331159,1487 CC,Tata Motors,Innova,2022-04-30,2022-12-10,2020-09-11,Valid,MCV,Motorcycle,Diesel,BS4,4,Black,Borah Group,2022-10-25,7406835895,2022-10-28,Tenali,TN11CH1948
2265,542,1,Renewal,Approved,2025-04-14,"aadhaar,pan,etc",False,Faris Khalsa,Dalbir Rege,"26
Bose Zila
Hindupur-452086",Single,67174372775765002,2853098401,910 CC,Ford,Nexon,2020-04-24,2025-03-08,2020-12-26,Expired,MCV,Car,Diesel,BS4,3,Black,Walia-Narayan,2020-04-29,2615280997,2024-01-09,Bhilwara,TN49CH6576
2266,647,87,Renewal,Rejected,2025-02-20,"aadhaar,pan,etc",False,Ganga Bhatti,Noah Tella,"771, Mani Marg
Udupi 056545",Single,93807402386612599,6987361108,1845 CC,Toyota,Figo,2021-12-17,2020-04-29,2023-08-18,Valid,HMV,Motorcycle,Diesel,BS4,2,Blue,"Goda, Gandhi and Muni",2025-01-30,4640685615,2023-04-12,Sangli-Miraj & Kupwad,TN48CH1458
2267,493,90,Transfer,Approved,2025-02-21,"aadhaar,pan,etc",True,Yashvi Kannan,Hema Bedi,"15/34
Subramaniam Ganj, Jalgaon 725738",Partner,96550868677819517,9585039252,1147 CC,Tata Motors,Figo,2021-03-21,2023-01-23,2023-01-22,Expired,HMV,Truck,Diesel,BS6,5,Blue,"Yadav, Parsa and Oza",2023-07-04,5772391253,2021-02-23,Chennai,TN38CH3560
2268,80,35,Renewal,Rejected,2025-02-08,"aadhaar,pan,etc",False,Ayushman Palan,Shivansh Mane,"379
Krish Ganj, Meerut 877738",Partner,93635434717215022,2219301209,1692 CC,Volkswagen,Polo,2023-07-04,2020-09-16,2021-11-13,Valid,MCV,Car,Electric,BS4,4,Black,Luthra Inc,2023-12-03,9204670994,2022-01-09,Udupi,TN14CH1292
2269,803,15,New Registration,Pending,2025-09-18,"aadhaar,pan,etc",False,Upadhriti Shankar,Chatresh Savant,"56, Sachar Street
Arrah-477405",Partner,55434131628245687,8725563987,1989 CC,Honda,Innova,2024-03-16,2024-09-15,2023-06-27,Valid,HCV,Bus,Petrol,BS6,6,White,Gara Inc,2022-11-16,4955923694,2022-08-20,Delhi,TN90CH1856
2270,302,40,Transfer,Rejected,2025-05-01,"aadhaar,pan,etc",False,Dhriti Puri,Lakshmi Prakash,"32/26
Karpe Street, Chinsurah-287672",Partner,44674284357160576,6648153225,1473 CC,Ford,Polo,2020-01-12,2021-05-27,2023-06-08,Expired,HMV,Bus,Diesel,BS4,7,Grey,Madan-Srivastava,2025-06-10,1843415330,2025-02-27,Udaipur,TN70CH5244
2271,360,99,Renewal,Rejected,2025-01-29,"aadhaar,pan,etc",False,Omkaar Mody,Gavin Shetty,"85
Ramesh Path
Bettiah-972021",Single,20551469752788871,5037827963,1698 CC,Honda,Figo,2025-01-30,2020-03-04,2021-09-29,Valid,HMV,Bus,Electric,BS4,4,Blue,"Kar, Raja and Walia",2023-06-10,692627197,2022-06-16,Kishanganj,TN31CH9403
2272,220,5,Renewal,Approved,2025-01-07,"aadhaar,pan,etc",False,Laksh Tank,Timothy Khanna,"20
Contractor Street
Bidhannagar 188919",Partner,90811916396695598,7441974826,1938 CC,Maruti Suzuki,Figo,2024-12-30,2020-09-01,2021-10-22,Valid,LMV,Truck,Electric,BS6,8,White,Chhabra-Kara,2020-02-21,400139128,2024-07-01,Satara,TN31CH8182
2273,753,89,Renewal,Approved,2025-06-20,"aadhaar,pan,etc",False,Udant Hayre,Oni Sagar,"59/85, Kari Circle
Meerut-048497",Partner,12628104897247694,1422276730,1716 CC,Ford,Swift,2022-01-02,2025-05-22,2025-07-05,Expired,MCV,Car,CNG,BS6,7,White,"Srinivas, Kala and Bhandari",2021-09-08,7481766041,2021-11-08,Shimoga,TN13CH6626
2274,415,32,New Registration,Rejected,2025-07-29,"aadhaar,pan,etc",True,Rushil Mangat,Prisha Prasad,"974
Bail
Pimpri-Chinchwad 904353",Partner,90599216105593535,3307134230,1671 CC,Honda,Swift,2021-05-24,2022-05-30,2023-11-24,Valid,LMV,Car,Diesel,BS6,9,Blue,"Ray, Deol and Sha",2022-05-23,8168380709,2021-03-12,Ghaziabad,TN47CH3075
2275,192,3,New Registration,Rejected,2025-06-05,"aadhaar,pan,etc",False,David Minhas,Dhriti Walia,"93/62
Bhavsar Zila, Gaya-259954",Partner,80539290786351784,7233383232,1728 CC,Toyota,City,2024-05-24,2024-05-11,2023-05-13,Expired,HCV,Bus,Diesel,BS4,5,Blue,Parmer-Varkey,2020-12-08,3313411026,2024-08-06,Hajipur,TN50CH1673
2276,359,89,Transfer,Pending,2025-05-09,"aadhaar,pan,etc",False,Aditya Sane,Jagvi Misra,"H.No. 658
Chaudhary Street
Nashik-807156",Single,34102524576250022,2389662365,1728 CC,Toyota,Polo,2024-08-23,2022-01-30,2024-10-04,Valid,MCV,Bus,Diesel,BS6,4,Silver,"Prasad, Nagy and Hayre",2024-02-10,2449314919,2022-04-23,Maheshtala,TN54CH2120
2277,429,1,Renewal,Rejected,2025-06-01,"aadhaar,pan,etc",False,Nitara Bhavsar,Kavya Yohannan,"00/68
Solanki Path
Motihari 250464",Partner,72952880782371137,1167942302,1224 CC,Toyota,i10,2024-05-11,2022-12-19,2021-12-16,Expired,HCV,Bus,Petrol,BS4,7,White,Prasad Inc,2021-02-07,4274698113,2021-03-28,Indore,TN70CH8658
2278,942,53,Transfer,Rejected,2025-05-10,"aadhaar,pan,etc",False,Shaurya Jain,Yutika Oommen,"009, Kade Marg
Tadepalligudem 734902",Partner,42652894630531766,8292801005,1886 CC,Ford,Figo,2024-02-06,2024-05-14,2023-08-21,Expired,HMV,Bus,Diesel,BS6,8,White,"Jaggi, Borde and Dave",2023-01-14,9154933355,2020-10-01,Hyderabad,TN85CH7619
2279,373,42,Renewal,Rejected,2025-04-21,"aadhaar,pan,etc",False,Zarna Bhat,Yuvraj Chawla,"245
Singh Ganj, Katni 070775",Partner,9628440487259004,9066767288,1335 CC,Maruti Suzuki,i10,2020-02-28,2024-03-01,2021-08-12,Valid,HCV,Car,Electric,BS4,8,Grey,Bhatia Ltd,2021-04-26,8987037413,2024-11-16,Dindigul,TN98CH9095
2280,196,62,Transfer,Rejected,2025-07-02,"aadhaar,pan,etc",False,Karan Sathe,Daksh Dhillon,"H.No. 59, Subramaniam Circle, Kochi-289046",Single,19875619010424082,5785246520,930 CC,Tata Motors,Innova,2020-07-15,2025-02-26,2022-09-16,Expired,HCV,Car,CNG,BS4,2,Silver,"Kapur, Chand and Boase",2022-04-06,1501796827,2021-06-21,Pudukkottai,TN45CH3342
2281,592,42,New Registration,Pending,2025-04-01,"aadhaar,pan,etc",True,Rudra Kala,Leena Kashyap,"10/04, Kashyap Chowk
Nellore 051667",Partner,60486095612717651,3064477025,1225 CC,Tata Motors,Innova,2025-04-15,2023-05-01,2025-08-13,Valid,HMV,Truck,CNG,BS4,3,Silver,Palan PLC,2022-04-24,9755637834,2022-12-02,Salem,TN40CH7353
2282,419,47,Transfer,Rejected,2025-09-06,"aadhaar,pan,etc",False,Mason Hayer,Girindra Palla,"H.No. 72, Pant Path, Tinsukia-261538",Single,75575834324266556,1318344070,808 CC,Hyundai,Figo,2021-09-24,2025-02-21,2024-06-10,Expired,HCV,Motorcycle,Petrol,BS6,2,Blue,Sawhney-Yogi,2024-08-20,2172866129,2021-08-14,Bulandshahr,TN89CH3185
2283,789,52,New Registration,Approved,2025-09-16,"aadhaar,pan,etc",False,Yahvi Krish,Janaki Ravel,"85, Murthy Path, Allahabad 141211",Single,15066496219787750,9572213195,1408 CC,Toyota,Polo,2024-06-02,2023-09-22,2022-08-29,Valid,HMV,Car,Petrol,BS6,6,White,"Comar, Malhotra and Sood",2022-11-29,7155210536,2020-07-25,Malda,TN60CH1647
2284,271,85,New Registration,Rejected,2025-03-11,"aadhaar,pan,etc",False,Tara Sandhu,Onkar Parmer,"H.No. 88, Lata Path, Bareilly-537490",Single,74861131448970800,8596284193,923 CC,Toyota,Swift,2023-09-01,2022-01-11,2023-05-23,Expired,LMV,Bus,Diesel,BS6,7,Silver,"Bhat, Madan and Bali",2025-05-22,9818227980,2024-10-25,Mysore,TN62CH1667
2285,96,100,New Registration,Rejected,2025-06-17,"aadhaar,pan,etc",False,Raagini Kanda,Baljiwan Wason,"65/809, Ghosh Path
Ghaziabad-434363",Single,95775914087114023,4925033800,1271 CC,Hyundai,Nexon,2022-07-20,2025-04-10,2021-08-01,Expired,HCV,Truck,Electric,BS6,8,Red,Sandhu-Andra,2022-12-22,1757241460,2024-02-03,Bokaro,TN23CH7248
2286,359,74,New Registration,Rejected,2025-02-14,"aadhaar,pan,etc",True,Onkar Koshy,Lucky Nayak,"H.No. 98
Gaba Chowk, Mysore-897130",Partner,41045271461609694,9013207164,1904 CC,Tata Motors,Polo,2020-06-17,2024-08-12,2023-06-02,Valid,HCV,Car,Petrol,BS4,8,Grey,Bhatti-Ratta,2024-06-21,4053694182,2021-01-27,Agra,TN42CH4580
2287,143,48,Transfer,Rejected,2025-06-04,"aadhaar,pan,etc",True,Niharika Taneja,Om Wali,"10, Mannan Street, Kozhikode 374293",Partner,70684945889113924,5272254726,1720 CC,Hyundai,Polo,2024-05-09,2021-12-07,2020-12-14,Expired,MCV,Bus,CNG,BS4,9,Grey,Saraf-Sangha,2025-02-23,803969387,2025-06-13,Pondicherry,TN41CH9027
2288,811,12,Renewal,Rejected,2025-09-14,"aadhaar,pan,etc",False,Chanakya Gara,Bhanumati Garde,"17, Tank
Adoni 150744",Single,34237285949954721,5887134599,869 CC,Volkswagen,Figo,2020-10-26,2020-05-04,2024-07-04,Valid,LMV,Bus,Electric,BS6,2,Red,Ahluwalia Inc,2020-06-29,813879266,2022-01-22,Firozabad,TN58CH8281
2289,580,42,Renewal,Pending,2025-02-22,"aadhaar,pan,etc",False,Pavani Kunda,Harshil De,"580, Kuruvilla Nagar, Delhi-132596",Partner,57742879186855170,3102864985,1542 CC,Toyota,Innova,2020-09-02,2022-03-29,2025-07-28,Expired,HMV,Car,Electric,BS6,2,Silver,"Bobal, Wali and Khatri",2021-07-12,777875491,2024-12-04,Proddatur,TN25CH3097
2290,692,92,New Registration,Pending,2025-08-21,"aadhaar,pan,etc",False,Upkaar Khalsa,Zilmil Khatri,"82/014, Keer Zila
Gopalpur-696322",Partner,5910924955393588,9168221038,1956 CC,Maruti Suzuki,City,2023-02-03,2021-10-16,2023-11-14,Expired,LMV,Bus,Electric,BS6,2,Black,Sami LLC,2025-05-22,6160226897,2023-05-07,Warangal,TN23CH4866
2291,550,91,Renewal,Approved,2025-04-22,"aadhaar,pan,etc",False,Aarav Issac,Vedika Karpe,"386
Rao Ganj
Gandhidham-655779",Partner,31385220978582758,1021046297,1485 CC,Toyota,Nexon,2023-02-20,2020-06-06,2022-11-07,Valid,LMV,Bus,CNG,BS4,8,Red,"Bhagat, Sarkar and Pillai",2021-05-22,7262154815,2021-08-04,Tumkur,TN55CH2267
